,날짜,종목,종목코드,종가,수익률
283,2014-04-01,엘지화학,051910,263500.0,-0.01495327102803734
284,2015-04-01,엘지화학,051910,225000.0,-0.1461100569259962
285,2016-04-01,엘지화학,051910,317500.0,0.4111111111111112
286,2017-04-03,엘지화학,051910,293000.0,-0.0771653543307087
287,2018-04-02,엘지화학,051910,387500.0,0.3225255972696246
288,2019-04-01,엘지화학,051910,370500.0,-0.04387096774193544
289,2020-04-01,엘지화학,051910,292000.0,-0.21187584345479082
290,2021-04-01,엘지화학,051910,819000.0,1.8047945205479454
291,2022-04-01,엘지화학,051910,523000.0,-0.36141636141636146
292,2023-04-03,엘지화학,051910,712000.0,0.36137667304015286
293,2013-04-01,영원무역,111770,41500.0,
294,2014-04-01,영원무역,111770,39000.0,-0.06024096385542166
295,2015-04-01,영원무역,111770,55800.0,0.4307692307692308
296,2016-04-01,영원무역,111770,45750.0,-0.18010752688172038
297,2017-04-03,영원무역,111770,32950.0,-0.2797814207650273
298,2018-04-02,영원무역,111770,28450.0,-0.13657056145675261
299,2019-04-01,영원무역,111770,33250.0,0.1687170474516695
300,2020-04-01,영원무역,111770,21700.0,-0.34736842105263155
301,2021-04-01,영원무역,111770,39450.0,0.8179723502304148
302,2022-04-01,영원무역,111770,47800.0,0.21166032953105196
303,2023-04-03,영원무역,111770,44900.0,-0.060669456066945626
304,2013-04-01,영풍,000670,1244000.0,
305,2014-04-01,영풍,000670,1186000.0,-0.04662379421221863
306,2015-04-01,영풍,000670,1238000.0,0.04384485666104543
307,2016-04-01,영풍,000670,1058000.0,-0.1453957996768982
308,2017-04-03,영풍,000670,953000.0,-0.09924385633270316
309,2018-04-02,영풍,000670,931000.0,-0.023084994753410304
310,2019-04-01,영풍,000670,806000.0,-0.13426423200859294
311,2020-04-01,영풍,000670,460000.0,-0.42928039702233256
312,2021-04-01,영풍,000670,582000.0,0.26521739130434785
313,2022-04-01,영풍,000670,682000.0,0.17182130584192445
314,2023-04-03,영풍,000670,576000.0,-0.15542521994134895
315,2013-04-01,오뚜기,007310,317000.0,
316,2014-04-01,오뚜기,007310,387000.0,0.2208201892744479
317,2015-04-01,오뚜기,007310,603000.0,0.558139534883721
318,2016-04-01,오뚜기,007310,928000.0,0.5389718076285241
319,2017-04-03,오뚜기,007310,759000.0,-0.18211206896551724
320,2018-04-02,오뚜기,007310,737000.0,-0.02898550724637683
321,2019-04-01,오뚜기,007310,759000.0,0.029850746268656803
322,2020-04-01,오뚜기,007310,472500.0,-0.37747035573122534
323,2021-04-01,오뚜기,007310,570000.0,0.20634920634920628
324,2022-04-01,오뚜기,007310,444500.0,-0.22017543859649125
325,2023-04-03,오뚜기,007310,442500.0,-0.004499437570303688
326,2018-04-02,오리온,271560,132000.0,
327,2019-04-01,오리온,271560,100500.0,-0.23863636363636365
328,2020-04-01,오리온,271560,110000.0,0.0945273631840795
329,2021-04-01,오리온,271560,130000.0,0.18181818181818188
330,2022-04-01,오리온,271560,89100.0,-0.31461538461538463
331,2023-04-03,오리온,271560,137800.0,0.5465768799102133
332,2013-04-01,오리온홀딩스,001800,51825.0,
333,2014-04-01,오리온홀딩스,001800,39347.0,-0.2407718282682103
334,2015-04-01,오리온홀딩스,001800,59193.0,0.5043840699417999
335,2016-04-01,오리온홀딩스,001800,45095.0,-0.23817005389150747
336,2017-04-03,오리온홀딩스,001800,32667.0,-0.27559596407583986
337,2018-04-02,오리온홀딩스,001800,29500.0,-0.09694799032662937
338,2019-04-01,오리온홀딩스,001800,18800.0,-0.3627118644067797
339,2020-04-01,오리온홀딩스,001800,11650.0,-0.38031914893617025
340,2021-04-01,오리온홀딩스,001800,14450.0,0.24034334763948495
341,2022-04-01,오리온홀딩스,001800,14050.0,-0.02768166089965396
342,2023-04-03,오리온홀딩스,001800,17020.0,0.21138790035587185
343,2013-04-01,유한양행,000100,27991.0,
344,2014-04-01,유한양행,000100,26739.0,-0.04472866278446641
345,2015-04-01,유한양행,000100,29463.0,0.10187366767642758
346,2016-04-01,유한양행,000100,41397.0,0.4050504021993686
347,2017-04-03,유한양행,000100,35836.0,-0.13433340580235287
348,2018-04-02,유한양행,000100,35793.0,-0.0011999107043196844
349,2019-04-01,유한양행,000100,40507.0,0.13170172938842795
350,2020-04-01,유한양행,000100,39335.0,-0.02893327079270247
351,2021-04-01,유한양행,000100,57768.0,0.4686157366213297
352,2022-04-01,유한양행,000100,56439.0,-0.02300581636892396
353,2023-04-03,유한양행,000100,50300.0,-0.10877230284023454
354,2013-04-01,이마트,139480,216500.0,
355,2014-04-01,이마트,139480,240000.0,0.10854503464203225
356,2015-04-01,이마트,139480,232000.0,-0.033333333333333326
357,2016-04-01,이마트,139480,172500.0,-0.25646551724137934
358,2017-04-03,이마트,139480,210500.0,0.22028985507246368
359,2018-04-02,이마트,139480,273500.0,0.2992874109263659
360,2019-04-01,이마트,139480,173500.0,-0.36563071297989036
361,2020-04-01,이마트,139480,102500.0,-0.40922190201729103
362,2021-04-01,이마트,139480,168500.0,0.6439024390243901
363,2022-04-01,이마트,139480,141500.0,-0.1602373887240356
364,2023-04-03,이마트,139480,104000.0,-0.26501766784452296
365,2013-04-01,제일기획,030000,24350.0,
366,2014-04-01,제일기획,030000,24100.0,-0.010266940451745366
367,2015-04-01,제일기획,030000,24400.0,0.012448132780082943
368,2016-04-01,제일기획,030000,16950.0,-0.305327868852459
369,2017-04-03,제일기획,030000,18600.0,0.09734513274336276
370,2018-04-02,제일기획,030000,19150.0,0.029569892473118253
371,2019-04-01,제일기획,030000,24650.0,0.28720626631853796
372,2020-04-01,제일기획,030000,15300.0,-0.3793103448275862
373,2021-04-01,제일기획,030000,21000.0,0.37254901960784315
374,2022-04-01,제일기획,030000,23700.0,0.12857142857142856
375,2023-04-03,제일기획,030000,18750.0,-0.2088607594936709
376,2014-04-01,종근당,185750,58927.0,
377,2015-04-01,종근당,185750,50930.0,-0.13571028560761622
378,2016-04-01,종근당,185750,105633.0,1.0740820734341252
379,2017-04-03,종근당,185750,87525.0,-0.1714237028201414
380,2018-04-02,종근당,185750,101902.0,0.16426163953156236
381,2019-04-01,종근당,185750,87403.0,-0.14228376283095523
382,2020-04-01,종근당,185750,70682.0,-0.19130922279555618
383,2021-04-01,종근당,185750,127595.0,0.8051979287513087
384,2022-04-01,종근당,185750,92520.0,-0.2748932168188408
385,2023-04-03,종근당,185750,76900.0,-0.16882836143536528
386,2020-04-01,지누스,013890,51683.0,
387,2021-04-01,지누스,013890,72340.0,0.39968655070332604
388,2022-04-01,지누스,013890,65316.0,-0.09709704174730438
389,2023-04-03,지누스,013890,27950.0,-0.5720803478473881
390,2013-04-01,지에스,078930,64300.0,
391,2014-04-01,지에스,078930,48400.0,-0.24727838258164847
392,2015-04-01,지에스,078930,43000.0,-0.11157024793388426
393,2016-04-01,지에스,078930,57700.0,0.3418604651162791
394,2017-04-03,지에스,078930,58100.0,0.006932409012131657
395,2018-04-02,지에스,078930,64000.0,0.10154905335628217
396,2019-04-01,지에스,078930,53100.0,-0.17031249999999998
397,2020-04-01,지에스,078930,35400.0,-0.33333333333333337
398,2021-04-01,지에스,078930,39200.0,0.10734463276836159
399,2022-04-01,지에스,078930,43950.0,0.12117346938775508
400,2023-04-03,지에스,078930,40650.0,-0.07508532423208192
401,2013-04-01,지에스리테일,007070,29100.0,
402,2014-04-01,지에스리테일,007070,27650.0,-0.04982817869415812
403,2015-04-01,지에스리테일,007070,33450.0,0.20976491862567803
404,2016-04-01,지에스리테일,007070,48050.0,0.43647234678624813
405,2017-04-03,지에스리테일,007070,53500.0,0.11342351716961496
406,2018-04-02,지에스리테일,007070,33600.0,-0.3719626168224299
407,2019-04-01,지에스리테일,007070,38650.0,0.15029761904761907
408,2020-04-01,지에스리테일,007070,28950.0,-0.25097024579560157
409,2021-04-01,지에스리테일,007070,38250.0,0.3212435233160622
410,2022-04-01,지에스리테일,007070,28350.0,-0.2588235294117647
411,2023-04-03,지에스리테일,007070,29150.0,0.02821869488536155
412,2013-04-01,카카오,035720,18646.0,
413,2014-04-01,카카오,035720,15635.0,-0.16148235546497913
414,2015-04-01,카카오,035720,22881.0,0.46344739366805254
415,2016-04-01,카카오,035720,20432.0,-0.10703203531314187
416,2017-04-03,카카오,035720,17462.0,-0.14536021926389975
417,2018-04-02,카카오,035720,25892.0,0.4827625701523308
418,2019-04-01,카카오,035720,20673.0,-0.20156805190792526
419,2020-04-01,카카오,035720,30207.0,0.46118125090698014
420,2021-04-01,카카오,035720,100157.0,2.3156884165921805
421,2022-04-01,카카오,035720,106000.0,0.05833840869834361
422,2023-04-03,카카오,035720,60200.0,-0.4320754716981132
423,2022-04-01,카카오페이,377300,143500.0,
424,2023-04-03,카카오페이,377300,55700.0,-0.6118466898954704
425,2013-04-01,케이씨씨,002380,263822.0,
426,2014-04-01,케이씨씨,002380,500428.0,0.8968395357475873
427,2015-04-01,케이씨씨,002380,478480.0,-0.043858457160670494
428,2016-04-01,케이씨씨,002380,356006.0,-0.2559647216184584
429,2017-04-03,케이씨씨,002380,309036.0,-0.13193597860710216
430,2018-04-02,케이씨씨,002380,302891.0,-0.019884414760739877
431,2019-04-01,케이씨씨,002380,274358.0,-0.09420220475352514
432,2020-04-01,케이씨씨,002380,128000.0,-0.5334562870410193
433,2021-04-01,케이씨씨,002380,235000.0,0.8359375
434,2022-04-01,케이씨씨,002380,337500.0,0.43617021276595747
435,2023-04-03,케이씨씨,002380,223500.0,-0.33777777777777773
436,2013-04-01,케이티,030200,35150.0,
437,2014-04-01,케이티,030200,29450.0,-0.16216216216216217
